recording	collection	word	speaker_lang	context	prompt	token_times_gold	pre_phones_gold	pre_times_gold	v_phones_gold	v_times_gold	post_phones_gold	post_times_gold	token_times_mfa	pre_phones_mfa	pre_times_mfa	v_phones_mfa	v_times_mfa	post_phones_mfa	post_times_mfa
001677-0012342	samromur_21.05	baki	L1	Karlfuglinn hefur falleg grá, brún og svört mynstur á [_TOKEN_] og hliðum.	Karlfuglinn hefur falleg grá, brún og svört mynstur á baki og hliðum.	4.41-4.89	p	4.41-4.47	aː	4.47-4.64	c	4.64-4.78	4.41-4.89	p	4.41-4.47	aː	4.47-4.64	c	4.64-4.78
006361-0050768	samromur_21.05	baki	L1	Gleymdu þeim dauðu sem eru að [_TOKEN_] þeir munu ekki fylgja þér.	Gleymdu þeim dauðu sem eru að baki, þeir munu ekki fylgja þér.	3.17-3.6	p	3.17-3.24	aː	3.24-3.393153338996076	cʰ	3.393153338996076-3.48	3.17-3.6	p	3.17-3.24	aː	3.24-3.34	cʰ	3.34-3.48
008129-0085157	samromur_21.05	baki	L1	Það var eitt sem mamma kenndi okkur: að vera bein í [_TOKEN_]	Það var eitt sem mamma kenndi okkur: að vera bein í baki.	3.41-3.86	p	3.41-3.48	aː	3.48-3.64	c	3.64-3.75	3.41-3.86	p	3.41-3.48	aː	3.48-3.64	c	3.64-3.75
007132-0065264	samromur_21.05	baki	L1	Ég hafði þegar lagt vegalengdina að [_TOKEN_]	Ég hafði þegar lagt vegalengdina að baki.	3.13-3.57	p	3.13-3.192370262508595	aː	3.192370262508595-3.3142784047243463	c	3.3142784047243463-3.47	3.13-3.57	p	3.13-3.18	aː	3.18-3.3	c	3.3-3.47
006851-0059456	samromur_21.05	baki	L1	En allan tímann var ég einn, fortíðin læst að [_TOKEN_]	En allan tímann var ég einn, fortíðin læst að baki.	3.63-4.02	p	3.63-3.68	aː	3.68-3.85	cʰ	3.85-3.95	3.63-4.02	p	3.63-3.68	aː	3.68-3.85	cʰ	3.85-3.95
000059-0000355	samromur_21.05	baki	L1	Hugmyndinni að [_TOKEN_] sýningunni lýsir Erla svo.	Hugmyndinni að baki sýningunni lýsir Erla svo.	1.73-2.1	p	1.73-1.8	aː	1.8-1.9846533592201592	c	1.9846533592201592-2.06	1.73-2.1	p	1.73-1.8	aː	1.8-1.95	c	1.95-2.06
003439-0026325	samromur_21.05	baki	L1	Þar liggur einnig karlmannsnafnið Siemer eða Siemers að [_TOKEN_]	Þar liggur einnig karlmannsnafnið Siemer eða Siemers að baki.	4.1-4.45	p	4.1-4.180899364963798	aː	4.180899364963798-4.284215305585891	c	4.284215305585891-4.37	4.1-4.45	p	4.1-4.17	aː	4.17-4.26	c	4.26-4.37
000561-0003836	samromur_21.05	baki	L1	Tvennt liggur að [_TOKEN_] hraðvirkni algrímsins.	Tvennt liggur að baki hraðvirkni algrímsins.	1.674137645107794-2.07	p	1.674137645107794-1.72	aː	1.72-1.9	c	1.9-1.98	1.66-2.07	p	1.66-1.72	aː	1.72-1.9	c	1.9-1.98
007504-0072540	samromur_21.05	baki	L1	Líf þurrkar sér í hvítt handklæði og snýr í mig [_TOKEN_]	Líf þurrkar sér í hvítt handklæði og snýr í mig baki.	3.44-3.87	p	3.44-3.5	aː	3.5-3.69	cʰ	3.69-3.795446143267403	3.44-3.87	p	3.44-3.5	aː	3.5-3.69	cʰ	3.69-3.77
003469-0026537	samromur_21.05	baki	L1	Hugsunin að [_TOKEN_] kampakátur er líklega að skeggið iði.	Hugsunin að baki kampakátur er líklega að skeggið iði.	2.1-2.49	p	2.1-2.16	aː	2.16-2.32	cʰ	2.32-2.4	2.1-2.49	p	2.1-2.16	aː	2.16-2.32	cʰ	2.32-2.4
000800-0020707	samromur_21.05	baki	L1	Engin skipulögð hreyfing var að [_TOKEN_]	Engin skipulögð hreyfing var að baki.	2.5-2.93	p	2.5-2.56	aː	2.56-2.71	c	2.71-2.8	2.5-2.93	p	2.5-2.56	aː	2.56-2.71	c	2.71-2.8
008136-0292024	samromur_unverified_22.07	baki	L1	Líflegur mánuður í skuldabréfum að [_TOKEN_]	Líflegur mánuður í skuldabréfum að baki	2.88-3.33	p	2.88-2.94	aː	2.94-3.1	c	3.1-3.17	2.88-3.33	p	2.88-2.94	aː	2.94-3.1	c	3.1-3.17
006905-0060269	samromur_21.05	baki	L1	Arnkel hló hæðnislega og sneri við mér [_TOKEN_]	Arnkel hló hæðnislega og sneri við mér baki.	4.05-4.58	p	4.05-4.13	aː	4.13-4.28	c	4.28-4.41	4.05-4.58	p	4.05-4.13	aː	4.13-4.28	c	4.28-4.41
006287-0310389	samromur_unverified_22.07	baki	L1	Að [_TOKEN_] liggur vafalaust sögnin að kitla.	Að baki liggur vafalaust sögnin að kitla.	1.14-1.46	p	1.14-1.180079278404724	aː	1.180079278404724-1.36	cʰ	1.36-1.42	1.14-1.46	p	1.14-1.17	aː	1.17-1.36	cʰ	1.36-1.42
005895-0061490	samromur_21.05	baki	L1	Eitthvað allt annað hefur legið þar að [_TOKEN_]	Eitthvað allt annað hefur legið þar að baki.	2.72-3.17	p	2.72-2.78	aː	2.78-2.94	c	2.94-3.02	2.72-3.17	p	2.72-2.78	aː	2.78-2.94	c	2.94-3.02
003185-0024025	samromur_21.05	baki	L1	Hér býr að [_TOKEN_] þróun, saga.	Hér býr að baki þróun, saga.	0.89-1.26	p	0.89-0.94	aː	0.94-1.09	c	1.09-1.15	0.89-1.26	p	0.89-0.94	aː	0.94-1.09	c	1.09-1.15
001817-0059465	samromur_21.05	baki	L1	Hún strauk höndunum niður eftir síðum mínum, [_TOKEN_] og kviði.	Hún strauk höndunum niður eftir síðum mínum, baki og kviði.	3.49-4.01	p	3.49-3.54726246814707	aː	3.54726246814707-3.73249059580148	c	3.73249059580148-3.9	3.49-4.01	p	3.49-3.53	aː	3.53-3.71	c	3.71-3.9
007502-0072490	samromur_21.05	baki	L1	Ber er hver að [_TOKEN_] nema sér bróður eigi, sagði Úlfur hróðugur.	Ber er hver að baki nema sér bróður eigi, sagði Úlfur hróðugur.	1.8-2.27	p	1.8-1.84	aː	1.84-1.9915671641791046	c	1.9915671641791046-2.13	1.8-2.27	p	1.8-1.84	aː	1.84-1.98	c	1.98-2.13
003939-0030323	samromur_21.05	baki	L1	Í mörgum tilvikum var borið með börum einhvers konar en oft á [_TOKEN_]	Í mörgum tilvikum var borið með börum einhvers konar en oft á baki.	4.95-5.49	p	4.95-5.01	aː	5.01-5.24	cʰ	5.24-5.35	4.95-5.49	p	4.95-5.01	aː	5.01-5.24	cʰ	5.24-5.35
002056-0015217	samromur_21.05	baki	L1	Hann var leiðtogi hreyfingar sem stóð að [_TOKEN_] amerísku byltingunni.	Hann var leiðtogi hreyfingar sem stóð að baki amerísku byltingunni.	3.45-3.862448731950006	p	3.45-3.51	aː	3.51-3.6911210209117016	c	3.6911210209117016-3.79	3.45-3.87	p	3.45-3.51	aː	3.51-3.66	c	3.66-3.79
000756-0005709	samromur_21.05	baki	L1	Misjafnt getur verið hvaða ástæður liggja að [_TOKEN_] gervivísindum.	Misjafnt getur verið hvaða ástæður liggja að baki gervivísindum.	4.73-5.24	p	4.73-4.79	aː	4.79-5.03	c	5.03-5.09	4.73-5.24	p	4.73-4.79	aː	4.79-5.03	c	5.03-5.09
006906-0060338	samromur_21.05	baki	L1	Ástargyðjan steig af [_TOKEN_] og Brísingamenið glóði á brjósti hennar.	Ástargyðjan steig af baki og Brísingamenið glóði á brjósti hennar.	2.85-3.2764379322897703	p	2.85-2.9	aː	2.9-3.058590583667031	c	3.058590583667031-3.17	2.85-3.3	p	2.85-2.9	aː	2.9-3.02	c	3.02-3.17
006104-0048191	samromur_21.05	baki	L1	Það var eitt sem mamma kenndi okkur: að vera bein í [_TOKEN_]	Það var eitt sem mamma kenndi okkur: að vera bein í baki.	2.62-3.13	p	2.62-2.6922928042713266	aː	2.6922928042713266-2.88	c	2.88-2.98	2.62-3.13	p	2.62-2.68	aː	2.68-2.88	c	2.88-2.98
021559-1512438	samromur_unverified_22.07	palla	L1	Silla og [_TOKEN_] læddust inn til að bjóða henni góða nótt.	Silla og Palla læddust inn til að bjóða henni góða nótt.	1.3-1.81	pʰ	1.3-1.39	a	1.39-1.45	l	1.45-1.64	1.3-1.81	pʰ	1.3-1.39	a	1.39-1.45	l	1.45-1.64
021583-1764399	samromur_unverified_22.07	palla	L1	Má ég koma með? kallaði [_TOKEN_] hinn tvíburinn innan af klósetti.	Má ég koma með? kallaði Palla hinn tvíburinn innan af klósetti.	2.86-3.23	pʰ	2.86-2.96	a	2.96-3.01	l	3.01-3.16	2.86-3.23	pʰ	2.86-2.96	a	2.96-3.01	l	3.01-3.16
016559-0849919	samromur_unverified_22.07	palla	L1	Perurnar [_TOKEN_] og Poddi valhoppa inn á sviðið.	Perurnar Palla og Poddi valhoppa inn á sviðið.	1.92-2.24	pʰ	1.92-2.01	a	2.01-2.05	l	2.05-2.2	1.92-2.24	pʰ	1.92-2.01	a	2.01-2.05	l	2.05-2.2
012522-1369030	samromur_unverified_22.07	palla	L1	[_TOKEN_] áttaði sig á hvað hafði gerst og hvað ég var skítug og ómerkileg.	Palla áttaði sig á hvað hafði gerst og hvað ég var skítug og ómerkileg.	1.24-1.65	pʰ	1.24-1.3	a	1.3-1.4	l	1.4-1.55	1.24-1.65	pʰ	1.24-1.3	a	1.3-1.4	l	1.4-1.55
012851-1359971	samromur_unverified_22.07	palla	L1	Alltaf þegar hún kemur heim færir hún [_TOKEN_] og Pínu gjafir.	Alltaf þegar hún kemur heim færir hún Palla og Pínu gjafir.	2.05-2.42	pʰ	2.05-2.15	a	2.15-2.22	l	2.22-2.38	2.05-2.42	pʰ	2.05-2.15	a	2.15-2.22	l	2.22-2.38
022051-1776003	samromur_unverified_22.07	palla	L1	Er amma líka góð? spurði [_TOKEN_]	Er amma líka góð? spurði Palla.	2.8-3.15	pʰ	2.8-2.9	a	2.9-2.95	l	2.95-3.08	2.8-3.15	pʰ	2.8-2.9	a	2.9-2.95	l	2.95-3.08
021627-1794737	samromur_unverified_22.07	palla	L1	Silla og [_TOKEN_] læddust inn til að bjóða henni góða nótt.	Silla og Palla læddust inn til að bjóða henni góða nótt.	1.5-1.82193564696841	pʰ	1.5-1.56	a	1.56-1.63	l	1.63-1.7456649678437084	1.5-1.97	pʰ	1.5-1.56	a	1.56-1.63	l	1.63-1.89
016612-1369864	samromur_unverified_22.07	palla	L1	Má ég koma með? kallaði [_TOKEN_] hinn tvíburinn innan af klósetti.	Má ég koma með? kallaði Palla hinn tvíburinn innan af klósetti.	1.34-1.67	pʰ	1.34-1.42	a	1.42-1.49	l	1.49-1.61051510738988	1.34-1.67	pʰ	1.34-1.42	a	1.42-1.49	l	1.49-1.6
012840-0661388	samromur_unverified_22.07	palla	L1	Perurnar [_TOKEN_] og Poddi valhoppa inn á sviðið.	Perurnar Palla og Poddi valhoppa inn á sviðið.	1.76-2.31	pʰ	1.76-1.85	a	1.85-1.95	l	1.95-2.178334142296647	1.76-2.31	pʰ	1.76-1.85	a	1.85-1.95	l	1.95-2.17
016197-0794721	samromur_unverified_22.07	palla	L1	Perurnar [_TOKEN_] og Poddi valhoppa inn á sviðið.	Perurnar Palla og Poddi valhoppa inn á sviðið.	0.85-1.24	pʰ	0.85-0.92	a	0.92-1.0	l	1.0-1.18	0.85-1.24	pʰ	0.85-0.92	a	0.92-1.0	l	1.0-1.18
022146-1494802	samromur_unverified_22.07	palla	L1	Meðal fyrstu verkefna var að finna skóla handa Sigga [_TOKEN_] sem orðinn var tíu ára.	Meðal fyrstu verkefna var að finna skóla handa Sigga Palla sem orðinn var tíu ára.	3.33-3.75	pʰ	3.33-3.42	a	3.42-3.45	l	3.45-3.56	3.33-3.75	pʰ	3.33-3.42	a	3.42-3.45	l	3.45-3.56
019190-1344253	samromur_unverified_22.07	palla	L1	[_TOKEN_] og Poddi fara á vegasalt og fara að leika sér.	Palla og Poddi fara á vegasalt og fara að leika sér.	0.22-0.78	pʰ	0.22-0.29	a	0.29-0.39	l	0.39-0.62	0.22-0.78	pʰ	0.22-0.29	a	0.29-0.39	l	0.39-0.62
012817-1102594	samromur_unverified_22.07	palla	L1	Alltaf þegar hún kemur heim færir hún [_TOKEN_] og Pínu gjafir.	Alltaf þegar hún kemur heim færir hún Palla og Pínu gjafir.	2.89-3.38	pʰ	2.89-2.96	a	2.96-3.06	l	3.06-3.26	2.89-3.38	pʰ	2.89-2.96	a	2.96-3.06	l	3.06-3.26
013632-0784600	samromur_unverified_22.07	palla	L1	Perurnar [_TOKEN_] og Poddi valhoppa inn á sviðið.	Perurnar Palla og Poddi valhoppa inn á sviðið.	1.95-2.48	pʰ	1.95-2.05	a	2.05-2.12	l	2.12-2.33	1.95-2.48	pʰ	1.95-2.05	a	2.05-2.12	l	2.12-2.33
013665-0438025	samromur_unverified_22.07	palla	L1	Perurnar [_TOKEN_] og Poddi valhoppa inn á sviðið.	Perurnar Palla og Poddi valhoppa inn á sviðið.	1.78-2.200592161145492	pʰ	1.78-1.86	a	1.86-1.9732328626125903	l	1.9732328626125903-2.12	1.78-2.22	pʰ	1.78-1.86	a	1.86-1.96	l	1.96-2.12
023024-1760235	samromur_unverified_22.07	palla	L1	Má ég koma með? kallaði [_TOKEN_] hinn tvíburinn innan af klósetti.	Má ég koma með? kallaði Palla hinn tvíburinn innan af klósetti.	1.92-2.31	pʰ	1.92-1.98	a	1.98-2.03	l	2.03-2.18	1.92-2.31	pʰ	1.92-1.98	a	1.98-2.03	l	2.03-2.18
013961-0991196	samromur_unverified_22.07	palla	L1	[_TOKEN_] og Poddi fara skríkjandi um sviðið og í kringum Evu appelsínu og Mæju.	Palla og Poddi fara skríkjandi um sviðið og í kringum Evu appelsínu og Mæju.	0.34-0.71	pʰ	0.34-0.41	a	0.41-0.4758971403146867	l	0.4758971403146867-0.63	0.34-0.71	pʰ	0.34-0.41	a	0.41-0.46	l	0.46-0.63
012366-2622807	samromur_unverified_22.07	palla	L1	[_TOKEN_] og Poddi þjóta út af sviðinu.	Palla og Poddi þjóta út af sviðinu.	0.49-0.8649003115844108	pʰ	0.49-0.55	a	0.55-0.61	l	0.61-0.74	0.49-0.9	pʰ	0.49-0.55	a	0.55-0.61	l	0.61-0.74
012840-1346090	samromur_unverified_22.07	palla	L1	[_TOKEN_] og Poddi fara á vegasalt og fara að leika sér.	Palla og Poddi fara á vegasalt og fara að leika sér.	0.81-1.1929066051854549	pʰ	0.81-0.88	a	0.88-0.96	l	0.96-1.11	0.81-1.21	pʰ	0.81-0.88	a	0.88-0.96	l	0.96-1.11
017601-1119500	samromur_unverified_22.07	palla	L1	Silla og [_TOKEN_] læddust inn til að bjóða henni góða nótt.	Silla og Palla læddust inn til að bjóða henni góða nótt.	1.21-1.54	pʰ	1.21-1.31	a	1.31-1.35	l	1.35-1.49	1.21-1.54	pʰ	1.21-1.31	a	1.31-1.35	l	1.35-1.49
023316-1729981	samromur_unverified_22.07	palla	L1	[_TOKEN_] áttaði sig á hvað hafði gerst og hvað ég var skítug og ómerkileg.	Palla áttaði sig á hvað hafði gerst og hvað ég var skítug og ómerkileg.	0.88-1.34	pʰ	0.88-0.97	a	0.97-1.01	l	1.01-1.2077381385754156	0.88-1.34	pʰ	0.88-0.97	a	0.97-1.01	l	1.01-1.2
014881-0791869	samromur_unverified_22.07	palla	L1	Perurnar [_TOKEN_] og Poddi valhoppa inn á sviðið.	Perurnar Palla og Poddi valhoppa inn á sviðið.	0.93-1.27	pʰ	0.93-1.01	a	1.01-1.04	l	1.04-1.2	0.93-1.27	pʰ	0.93-1.01	a	1.01-1.04	l	1.04-1.2
021579-1596287	samromur_unverified_22.07	palla	L1	Allir nema Guffi, Græni bananinn og [_TOKEN_] og Poddi perur.	Allir nema Guffi, Græni bananinn og Palla og Poddi perur.	3.47-4.08	pʰ 	3.47-3.6	a	3.6-3.7015966913400473	l	3.7015966913400473-3.93	3.47-4.08	pʰ	3.47-3.6	a	3.6-3.67	l	3.67-3.93
014125-0495310	samromur_unverified_22.07	palla	L1	Perurnar [_TOKEN_] og Poddi valhoppa inn á sviðið.	Perurnar Palla og Poddi valhoppa inn á sviðið.	0.96-1.2840392500326387	pʰ	0.96-1.05	a	1.05-1.13	l	1.13-1.26	0.96-1.29	pʰ	0.96-1.05	a	1.05-1.13	l	1.13-1.26
021840-1476384	samromur_unverified_22.07	palla	L1	Elísabet Inga Sigurðardóttir: Vitið þið eitthvað um það hvernig vagninn hans [_TOKEN_] verður?	Elísabet Inga Sigurðardóttir: Vitið þið eitthvað um það hvernig vagninn hans Palla verður?	5.4-5.832007644703312	pʰ	5.4-5.49	a	5.49-5.524087132934096	l	5.524087132934096-5.72	5.4-5.85	pʰ	5.4-5.49	a	5.49-5.52	l	5.52-5.72
015852-0743649	samromur_unverified_22.07	palla	L1	Perurnar [_TOKEN_] og Poddi valhoppa inn á sviðið.	Perurnar Palla og Poddi valhoppa inn á sviðið.	1.38-1.81	pʰ	1.38-1.5	a	1.5-1.57	l	1.57-1.73	1.38-1.81	pʰ	1.38-1.5	a	1.5-1.57	l	1.57-1.73
017964-1096355	samromur_unverified_22.07	palla	L1	[_TOKEN_] áttaði sig á hvað hafði gerst og hvað ég var skítug og ómerkileg.	Palla áttaði sig á hvað hafði gerst og hvað ég var skítug og ómerkileg.	1.44-1.86	pʰ	1.44-1.53	a	1.53-1.57	l	1.57-1.74	1.44-1.86	pʰ	1.44-1.53	a	1.53-1.57	l	1.57-1.74
022037-1594063	samromur_unverified_22.07	palla	L1	Ferðin var þeim Magnúsi og Sigga [_TOKEN_] nýnæmi, enda virtust þeir njóta hverrar vökustundar.	Ferðin var þeim Magnúsi og Sigga Palla nýnæmi, enda virtust þeir njóta hverrar vökustundar.	3.6-4.05	pʰ	3.6-3.7	a	3.7-3.77	l	3.77-3.9	3.6-4.05	pʰ	3.6-3.7	a	3.7-3.77	l	3.77-3.9
022379-1519751	samromur_unverified_22.07	palla	L1	Perurnar [_TOKEN_] og Poddi koma gangandi í takt og sjá ekki Evu strax.	Perurnar Palla og Poddi koma gangandi í takt og sjá ekki Evu strax.	0.72-1.0792054877233617	pʰ	0.72-0.81	a	0.81-0.86	l	0.86-1.01	0.72-1.12	pʰ	0.72-0.81	a	0.81-0.86	l	0.86-1.01
010172-0239968	samromur_21.05	palla	L1	Ég set [_TOKEN_] Rós.	Ég set Palla Rós.	2.72-3.02	pʰ	2.72-2.79	a	2.79-2.84	l	2.84-2.94	2.72-3.02	pʰ	2.72-2.79	a	2.79-2.84	l	2.84-2.94
021813-1501668	samromur_unverified_22.07	palla	L1	Ég hlusta á [_TOKEN_] horfi á páskaliljuna og hugsa til þín.	Ég hlusta á Palla, horfi á páskaliljuna og hugsa til þín.	1.25-1.78	pʰ	1.25-1.36	a	1.36-1.43	l	1.43-1.59	1.25-1.78	pʰ	1.25-1.36	a	1.36-1.43	l	1.43-1.59
022310-1782316	samromur_unverified_22.07	palla	L1	Nú er maður að hringja inn og biðja um óskalag, eitthvað fallegt með [_TOKEN_]	Nú er maður að hringja inn og biðja um óskalag, eitthvað fallegt með Palla	4.19-4.49	pʰ	4.19-4.23	a	4.23-4.27	l	4.27-4.385176556243175	4.19-4.49	pʰ	4.19-4.23	a	4.23-4.27	l	4.27-4.37
023078-1715613	samromur_unverified_22.07	palla	L1	[_TOKEN_] og Poddi þjóta út af sviðinu.	Palla og Poddi þjóta út af sviðinu.	0.26-0.62	pʰ	0.26-0.35	a	0.35-0.42	l	0.42-0.56	0.26-0.62	pʰ	0.26-0.35	a	0.35-0.42	l	0.42-0.56
011974-0306430	samromur_unverified_22.07	palla	L1	Nei nei, ég óska [_TOKEN_] ofsalega vel og vona að þjálfaraferill hans gangi vel.	Nei nei, ég óska Palla ofsalega vel og vona að þjálfaraferill hans gangi vel.	1.9-2.25	pʰ	1.9-2.0	a	2.0-2.04	l	2.04-2.17	1.9-2.25	pʰ	1.9-2.0	a	2.0-2.04	l	2.04-2.17
021627-1827549	samromur_unverified_22.07	palla	L1	Magnúsar og Sigga [_TOKEN_]	Magnúsar og Sigga Palla.	2.16-2.474687	pʰ	2.16-2.23	a	2.23-2.263030939671561	l	2.263030939671561-2.37	2.16-2.474687	pʰ	2.16-2.23	a	2.23-2.26	l	2.26-2.37
017631-1028705	samromur_unverified_22.07	palla	L1	[_TOKEN_] og Poddi þjóta út af sviðinu.	Palla og Poddi þjóta út af sviðinu.	1.53-2.03	pʰ	1.53-1.63	a	1.63-1.72	l	1.72-1.92	1.53-2.03	pʰ	1.53-1.63	a	1.63-1.72	l	1.72-1.92
022453-1530102	samromur_unverified_22.07	palla	L1	Magnúsar og Sigga [_TOKEN_]	Magnúsar og Sigga Palla.	1.97-2.24	pʰ	1.97-2.05	a	2.05-2.09	l	2.09-2.18	1.97-2.24	pʰ	1.97-2.05	a	2.05-2.09	l	2.09-2.18
012721-0854075	samromur_unverified_22.07	palla	L1	Allir nema Guffi, Græni bananinn og [_TOKEN_] og Poddi perur.	Allir nema Guffi, Græni bananinn og Palla og Poddi perur.	2.88-3.289700279092343	pʰ	2.88-3.01	a	3.01-3.04	l	3.04-3.24	2.88-3.32	pʰ	2.88-3.01	a	3.01-3.04	l	3.04-3.24
017483-1005408	samromur_unverified_22.07	palla	L1	Ég fékk sekt frá [_TOKEN_] markverði, hann elskar að sekta mig.	Ég fékk sekt frá Palla markverði, hann elskar að sekta mig.	1.64-2.03	pʰ	1.64-1.75	a	1.75-1.82	l	1.82-1.97	1.64-2.03	pʰ	1.64-1.75	a	1.75-1.82	l	1.82-1.97
017850-1128967	samromur_unverified_22.07	palla	L1	Magnúsar og Sigga [_TOKEN_]	Magnúsar og Sigga Palla.	2.36-2.71	pʰ	2.36-2.45	a	2.45-2.5	l	2.5-2.63	2.36-2.71	pʰ	2.36-2.45	a	2.45-2.5	l	2.5-2.63
018454-1214959	samromur_unverified_22.07	beggi	L1	Og [_TOKEN_] flýtir sér að skyrpa þrisvar í kross og tautar jafnoft farðu nú fjandi	Og Beggi flýtir sér að skyrpa þrisvar í kross og tautar jafnoft farðu nú fjandi	1.11-1.5	p	1.11-1.167829547895189	ɛ	1.167829547895189-1.26	c	1.26-1.4356221139390033	1.11-1.5	p	1.11-1.16	ɛ	1.16-1.26	c	1.26-1.44
002283-0016822	samromur_21.05	beggi	L1	[_TOKEN_] hvernig er veðrið úti?	Beggi, hvernig er veðrið úti?	1.07-1.37	p	1.07-1.11	ɛ	1.11-1.2395243343431122	c	1.2395243343431122-1.29	1.07-1.37	p	1.07-1.11	ɛ	1.11-1.23	c	1.23-1.29
028818-2741006	samromur_unverified_22.07	beggi	L1	Það var bara Petra, og [_TOKEN_] horfir dapurlega niður á glerbrotin við fætur sér.	Það var bara Petra, og Beggi horfir dapurlega niður á glerbrotin við fætur sér.	2.2258235212053576-2.56	p	2.2258235212053576-2.276008579799107	ɛ	2.276008579799107-2.3522739800124266	c	2.3522739800124266-2.48	2.21-2.56	p	2.21-2.26	ɛ	2.26-2.37	c	2.37-2.48
029224-2739402	samromur_unverified_22.07	beggi	L1	Það var bara Petra, og [_TOKEN_] horfir dapurlega niður á glerbrotin við fætur sér.	Það var bara Petra, og Beggi horfir dapurlega niður á glerbrotin við fætur sér.	2.86-3.42	p	2.86-2.93	ɛ	2.93-3.074180806128293	c	3.074180806128293-3.24	2.86-3.42	p	2.86-2.93	ɛ	2.93-3.18	c	3.18-3.24
012257-0321885	samromur_queries_21.12	beggi	L1	[_TOKEN_] hvernig kemst ég þangað?	Beggi, hvernig kemst ég þangað?	0.45-0.82	p	0.45-0.49	ɛ	0.49-0.5581608632230813	c	0.5581608632230813-0.67	0.45-0.82	p	0.45-0.49	ɛ	0.49-0.56	c	0.56-0.67
017936-1120449	samromur_unverified_22.07	beggi	L1	Og [_TOKEN_] hristir höfuðið vanmegna og strýkur regnið framan úr sér, kannski líka eitthvað annað.	Og Beggi hristir höfuðið vanmegna og strýkur regnið framan úr sér, kannski líka eitthvað annað.	0.69-1.07	p	0.69-0.7507122977520045	ɛ	0.7507122977520045-0.93	c	0.93-1.0	0.69-1.07	p	0.69-0.74	ɛ	0.74-0.93	c	0.93-1.0
012253-0321816	samromur_queries_21.12	beggi	L1	[_TOKEN_] hvernig kemst ég þangað?	Beggi, hvernig kemst ég þangað?	0.87-1.35	p	0.87-0.9	ɛ	0.9-1.1027888745704468	c	1.1027888745704468-1.1867772766323024	0.87-1.35	p	0.87-0.9	ɛ	0.9-1.08	c	1.08-1.15
012522-1372576	samromur_unverified_22.07	beggi	L1	Það var bara Petra, og [_TOKEN_] horfir dapurlega niður á glerbrotin við fætur sér.	Það var bara Petra, og Beggi horfir dapurlega niður á glerbrotin við fætur sér.	2.3266458601804128-2.83	p	2.3266458601804128-2.3476429606958753	ɛ	2.3476429606958753-2.5032123872422676	c	2.5032123872422676-2.65	2.29-2.83	p	2.29-2.33	ɛ	2.33-2.45	c	2.45-2.65
022373-1687942	samromur_unverified_22.07	beggi	L1	[_TOKEN_] hefur þú prófað nýja leikinn?	Beggi, hefur þú prófað nýja leikinn?	0.48-0.81	p	0.48-0.52	ɛ	0.52-0.67	c	0.67-0.74	0.48-0.81	p	0.48-0.52	ɛ	0.52-0.67	c	0.67-0.74
029271-2740305	samromur_unverified_22.07	beggi	L1	Það var bara Petra, og [_TOKEN_] horfir dapurlega niður á glerbrotin við fætur sér.	Það var bara Petra, og Beggi horfir dapurlega niður á glerbrotin við fætur sér.	2.1-2.55	p	2.1-2.1695101079252574	ɛ	2.1695101079252574-2.274495610502577	c	2.274495610502577-2.43	2.1-2.55	p	2.1-2.15	ɛ	2.15-2.31	c	2.31-2.43
026380-2096315	samromur_unverified_22.07	beggi	L1	[_TOKEN_] hefur þú prófað nýja leikinn?	Beggi, hefur þú prófað nýja leikinn?	0.59-1.03	p	0.59-0.6400790199026345	ɛ	0.6400790199026345-0.8103888351947307	c	0.8103888351947307-0.92	0.59-1.03	p	0.59-0.63	ɛ	0.63-0.83	c	0.83-0.92
012942-0364742	samromur_unverified_22.07	beggi	L1	[_TOKEN_] hvernig kemst ég þangað?	Beggi, hvernig kemst ég þangað?	0.25-0.73	p	0.25-0.29	ɛ	0.29-0.42425150343642615	c	0.42425150343642615-0.53	0.25-0.73	p	0.25-0.29	ɛ	0.29-0.47	c	0.47-0.53
027263-2248741	samromur_unverified_22.07	beggi	L1	[_TOKEN_] hvernig kemst ég þangað?	Beggi, hvernig kemst ég þangað?	0.42-0.79	p	0.42-0.46538165360108824	ɛ	0.46538165360108824-0.6	c	0.6-0.67	0.42-0.79	p	0.42-0.46	ɛ	0.46-0.6	c	0.6-0.67
027551-3099214	samromur_unverified_22.07	beggi	L1	[_TOKEN_] hefur þú prófað nýja leikinn?	Beggi, hefur þú prófað nýja leikinn?	0.22-0.77	p	0.22-0.2660732791022337	ɛ	0.2660732791022337-0.44	c	0.44-0.53	0.22-0.77	p	0.22-0.26	ɛ	0.26-0.44	c	0.44-0.53
025690-3096300	samromur_unverified_22.07	beggi	L1	[_TOKEN_] hefur þú prófað nýja leikinn?	Beggi, hefur þú prófað nýja leikinn?	0.51-0.81	p	0.51-0.56	ɛ	0.56-0.7	c	0.7-0.76	0.51-0.81	p	0.51-0.56	ɛ	0.56-0.7	c	0.7-0.76
017573-1017160	samromur_unverified_22.07	beggi	L1	[_TOKEN_] hefur þú prófað nýja leikinn?	Beggi, hefur þú prófað nýja leikinn?	0.71-1.17	p	0.71-0.7566642056844215	ɛ	0.7566642056844215-0.84	c	0.84-0.9973178425687285	0.71-1.17	p	0.71-0.75	ɛ	0.75-0.84	c	0.84-0.99
